,ZONA_O,ZONA_D,FE_VIA
10788,Pirajussara,Jardim Maria do Carmo,139
10789,Cidade Universitária,Campo Grande,139
10790,Cidade Satélite,Orfanato,139
10791,Moóca,Cidade Satélite,139
10792,Cidade Satélite,Chácara Itaim,139
10793,Vila Olímpia,Bexiga,139
10794,Pirituba,Anhanguera,139
10795,Jardim Maria do Carmo,Jardim Vitória Régia,139
10796,Luz,Vila Anglo Brasileira,139
10797,Jardim Maria do Carmo,Jardim Europa,139
10798,Belenzinho,Ladeira da Memória,139
10799,Tatuapé,Alto do Ipiranga,139
10800,Jardim Maria do Carmo,Pirajussara,139
10801,Bresser,Jardim Maria do Carmo,139
10802,Berrini,Chácara do Piqueri,139
10803,Alto de Pinheiros,Jardim Maria do Carmo,139
10804,Jurubatuba,Paraíso,140
10805,Saúde,Jardim Vitória Régia,140
10806,Chácara Itaim,Quarta Parada,140
10807,Pompéia,Santa Marina,140
10808,Gomes Cardim,Sacomã,140
10809,Anhanguera,Vila Madalena,140
10810,Santa Marina,Oscar Freire,140
10811,Bela Vista,Cohab Jova Real,140
10812,Vila Madalena,Anhanguera,140
10813,Trianon,Jardim da Saúde,140
10814,Bexiga,Zequinha de Abreu,140
10815,Sé,Carandiru,140
10816,Bosque da Saúde,Cohab Jova Real,140
10817,Cohab Jova Real,Trianon,140
10819,Pari,Sé,140
10820,Bexiga,Vila Miranda,140
10821,Perdizes,Oscar Freire,140
10822,Jardim da Saúde,Trianon,140
10823,Bresser,Fábrica Bandeirantes,140
10824,Oscar Freire,Santa Marina,140
10825,Trianon,Cohab Jova Real,140
10826,Cidade Universitária,Morumbi,140
10827,Francisco Matarazzo,Jurubatuba,140
10828,Trianon,Parada Inglesa,140
10829,Chácara Itaim,Jardim Caxingui,140
10830,Tremembé,São Carlos do Pinhal,140
10831,Vila Clementino,Bexiga,140
10832,Oscar Freire,Rudge,140
10833,Sacomã,Tatuapé,140
10834,Cohab Jova Real,Bosque da Saúde,140
10835,Santa Cruz,Jardim Europa,140
10836,Praça João Mendes,Pinheiros,140
10837,Vila Leopoldina,Campinas,140
10838,Fábrica Bandeirantes,Bresser,140
10839,Cohab Jova Real,Bela Vista,140
10840,Rudge,Oscar Freire,140
10841,Bexiga,Luz,141
10842,Masp,Santa Terezinha,141
10843,Jabaquara,Santa Ifigênia,141
10844,Jardim Robru,Pari,141
10845,Zaki Narchi,Alfredo Pujol,141
10846,Pari,Jardim Robru,141
10847,Emissário,Luz,141
10848,Anhanguera,Alfredo Pujol,141
10849,Treze de Maio,Campinas,141
10850,Jardim Europa,Santo Amaro,141
10851,Trianon,Joaquim Nabuco,141
10852,Planalto Paulista,Vila Santa Catarina,141
10853,Francisco Matarazzo,Jabaquara,141
10854,Cidade Satélite,Vila Jacuí,141
10855,Cidade Satélite,Vila Independência,141
10856,Vieira de Moraes,Oscar Freire,141
10857,Santana,Coroa,141
10858,Luz,Anhanguera,141
10859,Vila Cordeiro,Vila Nova Conceição,141
10860,Tietê,Belenzinho,141
10861,Vila Madalena,Consolação,141
10862,Anhanguera,Barra Funda,141
10863,Paraíso,Morumbi,141
10864,Clínicas,Jabaquara,141
10865,Vila Jacuí,Cidade Satélite,141
10866,Campinas,Santa Marina,141
10867,Vila Independência,Cidade Satélite,141
10868,Santa Ifigênia,Sumaré,141
10869,Vieira de Moraes,São Carlos do Pinhal,141
10870,Alfredo Pujol,Anhanguera,141
10871,Luz,Emissário,141
10872,Vila Leopoldina,Anhanguera,141
10873,Vila Buarque,Bresser,141
10874,Santa Cecília,Parque São Jorge,141
10875,Santo Amaro,Morumbi,141
10876,FAAP,Sé,141
10877,Freguesia do Ó,Anhanguera,141
10878,Vila Buarque,Jabaquara,141
10879,Vila Buarque,Fazenda Caguaçu,141
10880,Mirandópolis,Aclimação,141
10881,Fazenda Caguaçu,Vila Buarque,141
10882,Jabaquara,Vila Buarque,141
10883,Bom Retiro,PUC,142
10884,Itaquera,Jabaquara,142
10885,São Carlos do Pinhal,Vila São José,142
10886,PUC,Vila Monumento,142
10887,Tatuapé,Paraíso,142
10888,Ana Rosa,Jabaquara,142
10889,Vila Madalena,Vila Nova Conceição,142
10890,Bandeirantes,Vila Mariana,142
10891,Cocaia,PUC,142
10892,Ana Rosa,Ipiranga,142
10893,Chácara do Piqueri,Vila Monumento,142
10894,Tucuruvi,Vila Cordeiro,142
10895,Vila Cordeiro,São Carlos do Pinhal,142
10896,Chácara do Piqueri,Vila Independência,142
10897,Santa Cecília,Orfanato,142
10898,Consolação,Santa Cruz,142
10899,Marechal Deodoro,Jabaquara,142
10900,Campinas,Cohab Jova Real,142
10901,Alto da Moóca,Pires da Mota,142
10902,Jaguaré,PUC,142
10903,Bom Jardim,Vila Guilherme,142
10904,Vila São José,Berrini,142
10905,Gleba do Pessêgo,Praça João Mendes,142
10906,Cohab Jova Real,Bandeirantes,142
10907,Cohab Jova Real,Vila Independência,142
10908,Celso Garcia,João Teodoro,142
10909,Liberdade,Jabaquara,142
10910,Praça João Mendes,Butantã,142
10911,PUC,Jardim Presidente,142
10912,Vila São José,Pinheiros,142
10913,Praça João Mendes,Chácara do Piqueri,142
10914,Bandeirantes,Cohab Jova Real,142
10915,PUC,Marsilac,142
10916,Jóquei Clube,Paraíso,142
10917,PUC,Cocaia,142
10918,Jabaquara,Marechal Deodoro,142
10919,Jabaquara,Ana Rosa,142
10920,PUC,Tietê,142
10921,Parque Dom Pedro,Gleba do Pessêgo,142
10922,PUC,Bom Retiro,142
10923,PUC,Pari,142
10924,Paraíso,Horto Florestal,142
10925,República,Cardoso de Almeida,142
10926,Moema,Alto de Pinheiros,142
10927,Jabaquara,Lapa de Baixo,142
10928,São Miguel Paulista,Masp,142
10929,Jabaquara,Alto da Lapa,142
10930,Praça João Mendes,Jabaquara,142
10931,Gleba do Pessêgo,Parque Dom Pedro,142
10932,FAAP,Pires da Mota,142
10933,Vila Independência,Cohab Jova Real,142
10934,Cohab Jova Real,Clínicas,142
10935,Campinas,Vila Clementino,142
10936,Sé,Pamplona,142
10937,Anhanguera,Sé,142
10938,Berrini,Vila São José,142
10939,Pinheiros,Vila São José,142
10940,Emissário,Anhanguera,142
10941,Vila São José,Cidade Vargas,142
10942,Pires da Mota,FAAP,142
10943,Pires da Mota,Alto da Moóca,142
10944,Santa Ifigênia,Raposo Tavares,142
10945,Santa Ifigênia,Cohab Jova Real,142
10946,Masp,São Miguel Paulista,142
10947,Orfanato,Santa Cecília,142
10948,Jabaquara,Praça João Mendes,142
10949,Emissário,Pinheiros,142
10950,Clínicas,Parada Inglesa,142
10951,Vila Cordeiro,Tucuruvi,142
10952,Orfanato,Brás,142
10953,Planalto Paulista,Campo Belo,142
10954,Brás,Luz,142
10955,Pari,PUC,142
10956,Bela Vista,Brooklin,142
10957,Lapa de Baixo,Planalto Paulista,142
10958,Águia de Haia,Gleba do Pessêgo,142
10959,Vila São José,Chácara do Piqueri,142
10960,João Teodoro,Celso Garcia,142
10961,Vila Carioca,Parque da Moóca,143
10962,Santa Cruz,São Carlos do Pinhal,143
10963,Vieira de Moraes,Saúde,143
10964,São Carlos do Pinhal,Vila Sônia,143
10965,Hélio Pelegrino,Sé,143
10966,Ladeira da Memória,Santa Marina,143
10967,Santa Cecília,Hélio Pelegrino,143
10968,Zequinha de Abreu,São Carlos do Pinhal,143
10969,Vila Sônia,São Carlos do Pinhal,143
10970,Vila Medeiros,Zaki Narchi,143
10971,Berrini,Cambuci,143
10972,Sacomã,Parque da Moóca,143
10973,Zaki Narchi,Vila Medeiros,143
10974,Tucuruvi,Vila Maria,143
10975,Vila Clementino,Joaquim Nabuco,143
10976,Moema,Vila São José,143
10977,Jabaquara,Vieira de Moraes,143
10978,Sacomã,Ladeira da Memória,143
10979,Vila Suzana,Vila São Pedro,143
10980,Parque da Moóca,Sacomã,143
10981,Bela Vista,Jardim Aeroporto,143
10982,Jardins,Ana Rosa,143
10983,Jardim São Paulo,Santa Cecília,143
10984,Oriente,Vila Maria,143
10985,Campinas,Vila Olímpia,144
10986,Consolação,Luz,144
10987,São Carlos do Pinhal,Pinheiros,144
10988,Vila Buarque,Santo Amaro,144
10989,Vila Isolina Mazzei,Tucuruvi,144
10990,Santa Cruz,Parque Dom Pedro,144
10991,Higienópolis,Limão,144
10992,Ana Rosa,Jardim das Pedras,144
10993,Vila Ipojuca,Campo Belo,144
10994,Pari,Tucuruvi,144
10995,Paraíso,Vila Sônia,144
10996,Jardim da Glória,Rodrigues Alves,144
10997,Vila Mariana,Clínicas,144
10998,Santa Marina,Ladeira da Memória,144
10999,Jardim das Pedras,Ana Rosa,144
11000,Granja Julieta,Oscar Freire,144
11001,Joaquim Nabuco,Santa Ifigênia,144
11002,Pompéia,Alto do Ipiranga,144
11003,Vila Miranda,Real Parque,144
11004,Real Parque,Vieira de Moraes,144
11005,Praça João Mendes,Cohab Jova Real,144
11006,Vila Hamburguesa,Bororé,144
11007,PUC,Jardim Europa,144
11008,Jardim Previdência,Ipiranga,144
11009,Linhas Corrente,Consolação,144
11010,Alto do Ipiranga,Linhas Corrente,144
11011,Ana Rosa,Granja Julieta,144
11012,Cidade Universitária,Bandeirantes,144
11013,Ana Rosa,Hélio Pelegrino,144
11014,Bela Vista,Jardim da Glória,144
11015,Campo Belo,Mirandópolis,144
11016,Jardim das Pedras,Liberdade,144
11017,Casa Verde,Zaki Narchi,144
11018,Zaki Narchi,Casa Verde,144
11019,Bororé,Vila Hamburguesa,144
11020,Consolação,Linhas Corrente,144
11021,Liberdade,Jardim das Pedras,144
11022,Zaki Narchi,Pari,144
11023,Granja Julieta,Ana Rosa,144
11024,Raposo Tavares,Parque Anhembi,144
11025,Vila Beatriz,Paraíso,144
11026,Alto do Ipiranga,Pompéia,144
11027,Ipiranga,Jardim Previdência,144
11028,Parque Anhembi,Parque São Jorge,144
11029,Vila Mariana,São Carlos do Pinhal,144
11030,Clínicas,Vila Mariana,144
11031,PUC,Lapa de Baixo,144
11032,Rodrigues Alves,Alto do Ipiranga,144
11033,Rodrigues Alves,Vila Beatriz,145
11034,FAAP,Jardim Bonfiglioli,145
11035,São Carlos do Pinhal,Pacaembu,145
11036,Liberdade,Penha,145
11037,Jardim da Saúde,Ana Rosa,145
11038,Vila Leopoldina,Alto de Pinheiros,145
11039,São Domingos,Vila Anastácio,145
11040,Lapa de Baixo,Penha,145
11041,Cidade Universitária,Anhanguera,145
11042,Santa Terezinha,Granja Julieta,145
11043,Vila Independência,Vila Isolina Mazzei,145
11044,Vila Isolina Mazzei,Vila Independência,145
11045,Oriente,Vila Guilherme,145
11046,Boaçava,Vila Suzana,145
11047,Ladeira da Memória,França Pinto,145
11048,Vila Hamburguesa,Vila Anglo Brasileira,145
11049,Cidade Vargas,Chácara Klabin,145
11050,Oscar Freire,Jardim Luzitânia,145
11051,Santa Cecília,PUC,145
11052,Santa Marina,Jardim Europa,145
11053,Santa Ifigênia,Jardim Bonfiglioli,145
11054,Jardim São Paulo,Luz,145
11055,Jardim da Saúde,Chácara Itaim,145
11056,Campinas,Parque Dom Pedro,145
11057,Jardins,Sé,145
11058,Jardim Mutinga,Vila Olímpia,145
11059,PUC,Jardim Mutinga,145
11060,Bela Vista,Jardim Bonfiglioli,145
11061,Jardim Bonfiglioli,Bela Vista,145
11062,Pompéia,Jardim Bonfiglioli,145
11063,Jardim Bonfiglioli,CEASA,145
11064,Ponte Pequena,Jardim Bonfiglioli,145
11065,Vila São José,Cidade Universitária,145
11066,Ana Rosa,Jardim da Saúde,145
11067,Parque Dom Pedro,Penha,145
11068,Jardim Bonfiglioli,FAAP,145
11069,Paraíso,Vila Beatriz,145
11070,Vila Buarque,Rudge,145
11071,Jardim Bonfiglioli,França Pinto,145
11072,Vila Anglo Brasileira,Vila Hamburguesa,145
11073,Penha,Lapa de Baixo,145
11074,Vila Buarque,Cambuci,145
11075,Francisco Matarazzo,Jardim Bonfiglioli,145
11076,Penha,Praça João Mendes,145
11077,Jardim Bonfiglioli,Pompéia,145
11078,Jardim Bonfiglioli,Ponte Pequena,145
11079,Vila Sônia,Santo Amaro,145
11080,Jardim Bonfiglioli,Santa Ifigênia,145
11081,Casa Verde,Sumaré,146
11082,Lapa de Baixo,Jardim Europa,146
11083,Morumbi,Jardim Paulistano,146
11084,Santa Cecília,Jardim da Saúde,146
11085,Alto do Ipiranga,Perdizes,146
11086,Pires da Mota,Pari,146
11087,Vila Monumento,Alto da Moóca,146
11088,Vieira de Moraes,Santa Cecília,146
11089,Sumaré,Morumbi,146
11090,FAAP,Masp,146
11091,Oscar Freire,Zaki Narchi,146
11092,Luz,Rodrigues Alves,146
11093,Gomes Cardim,Santa Cruz,146
11094,Ana Rosa,Alfredo Pujol,146
11095,FAAP,Bexiga,146
11096,Ladeira da Memória,FAAP,146
11097,Cidade Vargas,Perdizes,146
11098,Ladeira da Memória,Emissário,146
11099,Zaki Narchi,Bom Retiro,146
11100,Jardim Japão,Marechal Deodoro,146
11101,Hélio Pelegrino,Vila Monumento,146
11102,Marechal Deodoro,Jardim Japão,146
11103,Campo Belo,Pinheiros,146
11104,Perdizes,Alto do Ipiranga,146
11105,Jardim da Saúde,Santa Cecília,146
11106,Jardim Maria do Carmo,Jóquei Clube,146
11107,Luz,Sumaré,146
11108,Perdizes,Cidade Vargas,146
11109,Hélio Pelegrino,Vieira de Moraes,146
11110,Santana,Moema,146
11111,Santa Cecília,Vieira de Moraes,146
11112,Sumaré,Bexiga,146
11113,Vila Carioca,Ana Rosa,146
11114,Hélio Pelegrino,Jardim Paulistano,146
11115,Zaki Narchi,Oscar Freire,146
11116,Vila Anglo Brasileira,Chácara Itaim,146
11117,Vila Carioca,Tamanduateí,146
11118,Alfredo Pujol,Ana Rosa,146
11119,Cardoso de Almeida,Oscar Freire,146
11120,Pari,Pires da Mota,146
11121,Linhas Corrente,Santa Marina,146
11122,Gomes Cardim,Vila Monumento,146
11123,Vila Olímpia,Jóquei Clube,146
11124,Bexiga,FAAP,146
11125,Jardim Europa,Lapa de Baixo,146
11126,Santa Marina,Linhas Corrente,146
11127,Boaçava,Bela Vista,146
11128,Jardim da Saúde,Bela Vista,146
11129,Sacomã,Alto da Moóca,146
11130,Berrini,Sumaré,146
11131,Cidade Satélite,Santa Ifigênia,147
11132,Cidade Satélite,São Miguel Paulista,147
11133,PUC,Alfredo Pujol,147
11134,Cidade Satélite,Vila Ema,147
11135,Campo Grande,Vila Madalena,147
11136,Fazenda da Juta,Cidade Satélite,147
11137,Masp,Cupecê,147
11138,Jardim Luzitânia,Alfredo Pujol,147
11139,Chácara Itaim,CEASA,147
11140,Vila Monumento,Francisco Matarazzo,147
11141,Alfredo Pujol,Clínicas,147
11142,Campo Grande,Oscar Freire,147
11143,França Pinto,Consolação,147
11144,Barra Funda,FAAP,147
11145,Cidade Satélite,Tatuapé,147
11146,Moema,Vila Anglo Brasileira,147
11147,Vila Ema,Cidade Satélite,147
11148,Clínicas,Campo Grande,147
11149,Rodrigues Alves,Jardim Mutinga,147
11150,Lapa,Oscar Freire,147
11151,Alfredo Pujol,Trianon,147
11152,Francisco Matarazzo,Vila Monumento,147
11153,Jabaquara,Cambuci,147
11154,Jardim Anália Franco,Cidade Satélite,147
11155,Alfredo Pujol,Jardim Luzitânia,147
11156,Campo Grande,Saúde,147
11157,Clínicas,Alfredo Pujol,147
11158,Cidade Satélite,Vila Carrão,147
11159,Jardim São Paulo,Cidade Satélite,147
11160,Guarapiranga,Campo Grande,147
11161,Vila Ipojuca,Ladeira da Memória,147
11162,Campo Grande,Vila Cordeiro,147
11163,São Miguel Paulista,Cidade Satélite,147
11164,Limoeiro,Cidade Satélite,147
11165,Tatuapé,Cidade Satélite,147
11166,Vila Carrão,Cidade Satélite,147
11167,Ladeira da Memória,Campo Grande,147
11168,Campo Grande,CEASA,147
11169,Francisco Matarazzo,Alfredo Pujol,147
11170,Oriente,Jabaquara,147
11171,Vila Cordeiro,Rodrigues Alves,147
11172,Cidade Satélite,Fazenda da Juta,147
11173,Jardim da Glória,Ipiranga,147
11174,Sumaré,Vila Cordeiro,147
11175,Vila Madalena,Campo Grande,147
11176,Portal do Morumbi,Vila Madalena,147
11177,Oscar Freire,Lapa,147
11178,Oscar Freire,Campo Grande,147
11179,Cidade Satélite,Jardim Anália Franco,147
11180,Campo Grande,Clínicas,147
11181,Vila Clementino,Brooklin,147
11182,Santa Cruz,Clínicas,147
11183,Jabaquara,Oriente,147
11184,Alfredo Pujol,Jurubatuba,147
11185,Itaberaba,Pinheiros,147
11186,Cidade Satélite,Parque da Moóca,147
11187,Jardim Mutinga,Rodrigues Alves,147
11188,Cidade Satélite,Anchieta,147
11189,Jurubatuba,Alfredo Pujol,147
11190,Vila Nova Conceição,República,147
11191,Campo Grande,Guarapiranga,147
11192,Saúde,Campo Grande,147
11193,Butantã,Vila Ipojuca,148
11194,Jardim São Paulo,Saúde,148
11195,Parque Ibirapuera,Saúde,148
11196,Vila Monumento,Ana Rosa,148
11197,Água Branca,Independência,148
11198,Campo Belo,Berrini,148
11199,Alto da Moóca,Pamplona,148
11200,Bom Retiro,Santa Ifigênia,148
11201,Belenzinho,República,148
11202,Sumaré,Moema,148
11203,Pamplona,Alto da Moóca,148
11204,Jardim Europa,Pompéia,148
11205,Terceira Divisão,França Pinto,148
11206,Pacaembu,São Carlos do Pinhal,148
11207,Vila Cordeiro,Vila Gumercindo,148
11208,Zequinha de Abreu,Consolação,148
11209,Cidade Nitro-Operária,Jardins,148
11210,Cidade Nitro-Operária,Alto da Moóca,148
11211,França Pinto,Terceira Divisão,148
11212,Terceira Divisão,Sé,148
11213,Cidade Nitro-Operária,Belenzinho,148
11214,Sé,Terceira Divisão,148
11215,Campinas,Vila Ipojuca,148
11216,Vila Clementino,Chácara Itaim,148
11217,Belenzinho,Cidade Nitro-Operária,148
11218,Água Rasa,Vila Ipojuca,148
11219,Alto da Moóca,Cidade Nitro-Operária,148
11220,Alfredo Pujol,Vila Ipojuca,148
11221,Vila Ipojuca,Água Rasa,148
11222,Jardim São Paulo,Campinas,148
11223,Clínicas,Morumbi,148
11224,Vila Ipojuca,Jardim Europa,148
11225,Jardim São Paulo,Consolação,148
11226,Vila Gumercindo,Vila Cordeiro,148
11227,Vila Miranda,Bororé,148
11228,Centro Cultural,Sumaré,148
11229,Jardins,Cidade Nitro-Operária,148
11230,Parque Novo Mundo,Parque Dom Pedro,148
11231,Independência,Jardim São Paulo,148
11232,Vila Ipojuca,Butantã,148
11233,Jardim São Paulo,Granja Julieta,148
11234,Vila Ipojuca,Campinas,148
11235,São Carlos do Pinhal,Tremembé,148
11236,Jardim São Paulo,Independência,148
11237,Morumbi,Joaquim Nabuco,148
11238,Bororé,Vila Miranda,148
11239,Pompéia,Jardim Europa,148
11240,Jardins,Chácara Flora,148
11241,Consolação,Jardim São Paulo,148
11242,Vila Buarque,Cardoso de Almeida,149
11243,Bela Vista,Campo Grande,149
11244,Freguesia do Ó,Vila Anastácio,149
11245,Terceira Divisão,Vila Madalena,149
11246,Vila Isolina Mazzei,Parque Dom Pedro,149
11247,Terceira Divisão,Vila Esperança,149
11248,Terceira Divisão,Vila Ema,149
11249,Vila Clementino,Moóca,149
11250,Campo Grande,Vila Ipojuca,149
11251,Vila Madalena,Terceira Divisão,149
11252,Morumbi,Campo Grande,149
11253,Bexiga,Campo Grande,149
11254,Vila Hamburguesa,Jardim Maria do Carmo,149
11255,Pamplona,Planalto Paulista,149
11256,Terceira Divisão,Vila São José,149
11257,Vila Ema,Terceira Divisão,149
11258,Cambuci,Gasômetro,149
11259,Vila Leopoldina,Jardim Maria do Carmo,149
11260,Vila Buarque,Campo Grande,149
11261,Campo Grande,Parque Ibirapuera,149
11262,Campo Grande,Vila Mariana,149
11263,Cupecê,Cidade Vargas,149
11264,Bexiga,Jardim Maria do Carmo,149
11265,Parque Ibirapuera,Campo Grande,149
11266,Independência,Parque Dom Pedro,149
11267,Vila Mariana,Vila Buarque,149
11268,Parque Dom Pedro,Regente Feijó,149
11269,Vila Esperança,Terceira Divisão,149
11270,Vila Ipojuca,Campo Grande,149
11271,Cidade Satélite,Gasômetro,149
11272,Jardim Maria do Carmo,Vila Hamburguesa,149
11273,Jardim Maria do Carmo,Vila Guilhermina,149
11274,Emissário,Vila São Pedro,149
11275,Jardim Maria do Carmo,Treze de Maio,149
11276,Campo Grande,Santa Cruz,149
11277,Parque Dom Pedro,Vila Isolina Mazzei,149
11278,Jardim Maria do Carmo,Limão,149
11279,Jardim Maria do Carmo,Ladeira da Memória,149
11280,Terceira Divisão,Cidade A.E.Carvalho,149
11281,Jardim Maria do Carmo,Jardim Guapira,149
11282,Jardim Maria do Carmo,Grajaú,149
11283,Jardim Maria do Carmo,Boaçava,149
11284,Jardim Maria do Carmo,Bexiga,149
11285,Horto Florestal,Paraíso,149
11286,Vila Isolina Mazzei,Granja Julieta,149
11287,Vila Ipojuca,Marsilac,149
11288,Campo Grande,Perdizes,149
11289,Terceira Divisão,Penha,149
11290,Bandeirantes,Campo Grande,149
11291,Granja Julieta,Jardim da Glória,149
11292,Campo Grande,Sumaré,149
11293,Penha,Iguatemi,149
11294,Sumaré,Campo Grande,149
11295,Emissário,Jardins,149
11296,Terceira Divisão,Itaquera,149
11297,Taboão,Jardim Maria do Carmo,149
11298,Perdizes,Campo Grande,149
11299,Boaçava,Jardim Maria do Carmo,149
11300,Alto do Ipiranga,Chácara Klabin,149
11301,Luz,Jurubatuba,149
11302,Pinheiros,Jóquei Clube,149
11303,Itaquera,Terceira Divisão,149
11304,Cidade A.E.Carvalho,Terceira Divisão,149
11305,Grajaú,Jardim Maria do Carmo,149
11306,Jardim da Saúde,Pinheiros,149
11307,Campo Grande,Canindé,149
11308,Rudge,Clínicas,149
11309,Bela Vista,Jardim Previdência,149
11310,Paraíso,Jóquei Clube,149
11311,Campo Grande,Bexiga,149
11312,Limão,Jardim Maria do Carmo,149
11313,Vila São José,Terceira Divisão,149
11314,Vila Anglo Brasileira,Moema,149
11315,Santa Cruz,Campo Grande,149
11316,Campo Grande,Bandeirantes,149
11317,Campo Grande,Morumbi,149
11318,Bela Vista,Vila Isolina Mazzei,149
11319,Limão,Santa Marina,149
11320,Clínicas,Rudge,149
11321,Francisco Matarazzo,Coroa,149
11322,Jardim da Glória,Granja Julieta,149
11323,Vila Madalena,Lapa de Baixo,149
11324,Vila Guilhermina,Jardim Maria do Carmo,149
11325,Bresser,Glicério,150
11326,Trianon,Granja Julieta,150
11327,Rio Verde,Santa Marina,150
11328,Cidade Satélite,Tiquatira,150
11329,Rio Verde,Saúde,150
11330,Paraíso,Parque Novo Mundo,150
11331,Pompéia,Campo Belo,150
11332,Alto de Pinheiros,República,150
11333,Zequinha de Abreu,República,150
11334,Bandeirantes,Pinheiros,150
11335,Rio Verde,Ana Rosa,150
11336,Pinheiros,Francisco Matarazzo,150
